"entry,def"
"先掘り現象,亀裂の発達した地山や未固結地山で，高地圧の作用下で切羽の自立性が悪く，切羽前方がドーム上に抜け落ちる現象をいう．"
"作業坑,本坑の工事の施工を助けるための，または資器材の運搬のためのトンネルで，先進坑や取付坑も作業坑である場合が多い．また，工事用の立坑，斜坑，横坑も作業坑と称することがある．"
"削岩機,トンネル地山等を穿孔する機械の総称をいい，装薬孔，ロックボルト挿入孔，注入孔等の穿孔のほか地山に亀裂を入れるための穿孔を行うとき使用するものである．一般には，ノミ尻に打撃を与え，同時にノミを回転させ，ノミの中心部の孔へ水や空気を送って破砕された岩粉（くり粉）をノミの周囲の空間から排出させるものが多い．動力源によって，圧縮空気削岩機，油圧式削岩機，電気式削岩機に分類され，その構造，重量，用途などによりドリフタ，シンカ（ハンドハンマ），ストーパ，ピックハンマなどと呼ばれる．また穿孔にあたり，水の使用の有無により湿式，乾式に，削孔機構によって回転式，打撃式などと呼ばれている．"
"さぐり孔,トンネル切羽前方の地質状況が不明の場合，特に湧水の状態などを知りたい場合切羽付近から調査のため削孔する孔をいう．また，さぐり孔をあけることをさぐり削孔という．海底トンネルや軟弱で被圧水が予想されるトンネルなどで，安全上重要な作業である．このほか，メタンガスなどの有毒ガスを検知する場合にもさぐり削孔を行うことが多い．"
"差し角,掘削設計線と周辺孔の掘削線とではさまれた角度．"
"差し矢法,緩みが大きい崩壊性の砂層や岩盤に設けられるトンネルの支保（矢板）工法の１つである．最終建込みの鋼製支保工を利用して切羽に向かって地山を縫うように矢板や矢木を打込み，片持梁の作用で地山を支えて土砂等の崩壊を防ぐ．現在のフォアポーリングのようなものである．"
"削孔検層法,切羽前方の地質を油圧式ドリル等の機械情報の変化から予測する手法．油圧式ドリル等により削孔を行う際の削孔の速度や削孔に必要なエネルギー等は，岩盤の硬さや亀裂の多少に影響されるため，施工中の岩盤評価に適用される．先進ボーリングと比較し，短時間で経済的に計測可能であることが特徴．"
"核,トンネル掘削断面の中央部に切羽面の安定を図って残す部分の名称．竜頭(リュウヅ)ということもある．「かく」と読むのは誤り．"
"さや管方式,鋼製支保工間に鋼製支保工１基あたり10個所程度のさや管を取り付け，これに所定の長さの鋼製の継ぎ材を差し込むことによって支保工の間隔を一定に保持する方式のことをいう．"
"皿板,鋼製支保工において，底板の支持力が期待できない場合に，地山荷重の支持面積を拡大して十分な支持力を確保するために底板の下に敷く板状材またはブロック材のことをいう．"
"山岳トンネル,鉄道，道路，水路等山岳や丘陵を貫通するために設けられる卜ンネルをいい，都市トンネルや水底トンネルと対比させて建設場所の違いを表わす呼称である．山岳トンネルは地山が岩盤であることが多い．したがって，断層破砕帯などの存在とそれらの方向，さらには高圧湧水の有無がトンネル掘削に影響を与えるから，これらの点に関する調査が重要である．"
"三次覆工,主にトンネルの補修に用いられる覆工．二次覆工の更に内側に構築する．トンネルの漏水や想定外の地下水圧に対抗するために施工された例がある．"
"サンドゲル,浸透注入により注入材を砂に浸透させ，硬化させた固結物．"
"サンドル,角材，まくらぎ，Ｉビーム等を井形状に積み上げて桁やその他重量物を支える仮の支台をいう．トンネルでは支保工の裏側が比較的大きく肌落ちした場合，支保工の上にサンドルを組み上げ直接地山を支持する．また，既設構造物をアンダーピニングする場合の仮受け桁のセット時に使用したり，支保工や覆工が沈下した場合等に応急処置としてサンドルにより補強するケースもある．鉱山では木積（こづみ）という．"
"残留爆薬,発破を行った際，何らかの理由により発破孔の爆薬が爆発を起こさず，爆薬の全部または一部が孔内に残る場合がある．これを残留爆薬といい，別名は残留薬または残薬ともいう．残留爆薬の発生の原因としてはいろいろあるが，導火線発破の場合では湧水などによる不点火，電気発破の場合には断線，または結線不良，電流のリーク，点火器の容量，能力不足などがある．装填された爆薬が爆発しないとき，または，爆発したことの確認が困難なときは，導火線発破の場合は点火後15分以上，電気発破の場合は再点火ができないような措置を行った後，5分以上経過した後でなければ装薬箇所に接近してはならない．発破作業の責任者は不発孔や爆薬残留孔の有無を確認し，残留爆薬がある場合には，水または圧縮空気をその孔に送り除去しなければならない．完全に除去できない場合には，その孔から60cm以上離れた位置に平行穿孔して，新たに発破をかけ岩を崩した後取り出すことが必要である．残留爆薬はずり処理，その後の削孔時に衝撃などにより暴発することがあるので，慎重に処理しなければならない．"
"CEM,地盤の連続体的挙動だけでなく，不連続体的挙動をも一貫して表現できる統一解析手法．久武によって開発された．粒状にみたてた円形要素を用いる点ではDEM（個別要素法）と類似するが，本方法では，地盤を個々の要素レベルでモデル化するのではなく，複数要素の集合体として地盤を巨視的にとらえてモデル化し，その力学挙動を実地盤の力学挙動に一致させることに特徴がある．"
"SieverのJ値,SieverのJ値は，ＴＢＭのカッターがどれだけ岩石の中へ押込むことができるかを表す値であり，岩石表面強度を間接的に表現したものであり，ＴＢＭのディスクカッター貫入量を推定するためのＤＲＩ値を求めるために用いる．"
"CLI,TBMのカッター寿命を推定する指数（切削時間に対するローラーカッターの寿命）で，以下の式より算出する．CLI = 13.84 × SJ 値/AV S	0.3847SJ値：SieverのJ値の項参照AVS値（アブレーション値）：室内試験から求めた岩石の研磨性を示す値"
"シェル-バネモデル,三次元数値解析において，トンネル覆工をシェル要素でモデル化し，トンネル覆工と地盤との相互作用をシェル要素の節点に結合させたばね要素からなるモデル．"
"シェル要素,シェル構造物を解析する際に用いられる要素．曲面を多くの平面で近似し，二次元要素を用いて解析する場合に，この要素を平面シェル要素とよぶ．面内力と面外力の連成を考慮した曲面からなる要素を曲面シェル要素とよぶ．"
"試掘坑調査,大土被り・高熱・大量湧水など施工において悪条件が予想される長大トンネル，海底トンネル，地下大空洞，ダムおよび原子力発電所などの重要構造物で，予定位置または近傍に掘削された坑内で行われる地質調査．ボーリングや物理探査など地表からの調査では確認できない詳細な地質構造や岩盤等級の分布，岩盤の力学特性の試験，初期地圧測定，トンネル掘削時の変位や支保工挙動・坑内環境の計測，試料採取，発破振動測定，湧水量・湧水圧測定，透水・透気性の試験など各対象構造物の設計・施工に必要な調査・試験が行われる．トンネルや地下空洞では試掘坑をずり出し坑や水抜き坑，換気坑，計測坑，避難坑として利用されることが多い．"
"システムボルト,ロックボルトの相互の作用で期待される内圧効果とアーチ形成効果等の補強効果によって，地山が有する支保能力を経済的かつ合理的に発揮させようとする支保設計の考え方の１つである．想定される地山ごとに設計段階であらかじめ配置や長さを決めたものをシステムボルト（システムボルティング）という．これに対して掘削後に判明する地山の状況に応じて，ボルトの配置，長さなどをその都度決定するランダムボルト（ランダムボルティング）がある．"
"自穿孔ボルト,先端に削孔用のビットを取付けたボルトを削孔作業と同時に打込み，その後，定着材を注入する方式のロックボルトをいう．一本のボルトで削孔，ボルト挿入，定着材の充填作業ができるので，孔壁（ボアホール）が自立しない地山に適用される．"
"事前地山改良,地山をあらかじめセメント改良し，掘削するトンネル工法である．山岳工法ではトンネル天端部分まで開削を行い，トンネル側壁部は現地盤にセメントなどの固化材を添加，混合攪拌し，改良体を造成する．次にトンネル天端付近は掘削土とセメントを混合処理したものを敷均し，転圧して改良体を構築する．その後，地表付近まで埋め戻しを行い，山岳工法でトンネルを掘削する工法である．改良範囲については，トンネル天端～トンネル側壁下部まで改良するなど地山状況や土被り等により使い分けることができる．"
"湿式吹付け方式,事前に水を使って練混ぜたコンクリートを吹付け機の圧縮空気またはポンプで圧送し，ノズル部で急結剤を加えて吹付ける工法をいう． 乾式，半湿式および湿式の吹付け方式のうち日本では湿式が主流で，はね返りや粉じんが少なく，品質管理も容易である．"
"シート系工法,防水工は，シート工法，吹付け工法，塗布工法の3工法が代表的であり，山岳トンネルにおいては，シート工法が現在，一般的に用いられている．いずれも漏水防止という本来の目的のほかに，吹付けコンクリートと覆工コンクリートとの絶縁とこれによる覆工のクラックの発生防止としての効果を期待するためにも使われている．一般的なシートの厚さは0.8～1.2mmで，都市部などで防水型(非排水構造)とする場合は，トンネル全周を防水シートで巻立て，シートの厚さを2.0㎜程度とすることが多い．"
"シート張り台車,山岳トンネルの防水シートを張るための専用台車である．台車の長さは4m～9m，門型の架台に階段状に作業ステージを取付けたもので自走できるものが一般的である．作業員は台車上のステージで幅2ｍ程度の防水シートを設置する作業を行うことができる．"
"支払線,トンネル工事の実際の掘削量は，覆工の設計巻き厚の確保を考えて支保工や矢板を入れるために設計巻き厚外に必要な量と，さらにその外側に施工上やむを得ず生ずる量を見込まなければならない．また，覆工コンクリートの施工量も，設計巻き厚線外に生じた空間に入る量を加える必要がある．これを支払線という． トンネル工事の請負契約等で必要のある場合にはこれを設計図上に支払線（ペイライン）として表示する．"
"支保工,掘削から覆工完了までの間，地山からの荷重に十分対抗し，地山の崩壊や肌落ち等を防止して所定の掘削断面を維持し，かつ能率的に坑内作業が行われるように設置する地山支持構造物をいう．トンネル掘削に伴って支保工に作用する荷重は，掘削後の時間の経過に伴って増大することが多いので，掘削後すみやかに施工できること，また施工が容易で能率的な坑内作業ができるものでなければならない．支保工の種類としては，ロックボルト，吹付けコンクリート，鋼製支保工等がある．また，矢板工法では，鋼製支保工と矢板を主な支保工とするが，ロックボルト，吹付けコンクリート等を適宜併用する場合もある．"
"支保効果,吹付けコンクリート，ロックボルトおよび鋼製支保工等の支保工を併用して，切羽掘削時から完成後に渡って，周辺地山の安定を保持するために山留めをする効果を指す．"
"支保剛性,地山から支保部材への曲げやねじりの力に対する，支保部材の寸法変化（変形）のしづらさの度合いのこと．"
"支保構造,トンネル周辺地山の変形を抑制して安定を確保する手段，処置およびその成果としての構造をいう．標準的な山岳工法では，吹付けコンクリート，ロックボルト，鋼製支保工等を支保部材として用いる．"
"支保工底板,鋼製支保工の支持力を確実にするために支保工の部材下端に取り付けた鋼板をいう．"
"支保内圧,支保工の作用効果を，トンネル内部から作用する等価な内圧に置き換えて評価する考え方を支保工の内圧効果として呼称されることが多い．"
"支保パターン,トンネルの地山等級に応じて適用される支保部材の組合せをいう．トンネルの地山分類は，岩石の硬さ，地山弾性波速度，岩質，不連続面の状態や間隔，ボーリングコアの状態などで決定されるが，これらの情報をもとに地山条件を区分し，地山の安定性を確保するために必要なトンネルを支える支保工の種類と組合せを発注者ごとに設定している． 一般地山では標準支保パターンが適用されるが，特殊地山では類似条件での設計を適用したり，数値解析などの解析的手法によって支保パターンが設計されることがある．なお，施工中の切羽観察結果等をもとに支保パターンの妥当性の検討を行わなければならない．その際に, 事前に設計された支保パターンが不適切であると判断された場合には, 支保パターンの見直しを行う．"
"斜坑,鉛直や水平方向ではなく，ある斜めの角度をもって掘削された作業坑または坑道をいう．その目的はほぼ立坑と同じ．立坑に比べて非常に深部を対象とした開発や運搬の目的には，坑道の延長が長くなるので適しないが，出水時の安全性や異常時への対処，排水施工などの面で有利であり，その延長や地質等によって経済的判定がなされる．斜坑の角度は，長大な鉄道，道路トンネルでは，ベルコン能力，ずり積み機等の能力から1/4前後のものが一般的であり，発電用の水路，鉄管路トンネルなどでは，構造上45°以上のものも作られており，目的によって異なる．ちなみに，スイスでは1/7～1/8よりきついものを斜坑と称している．"
"斜交型斜面,坑口付近が横断方向に傾斜地形を呈し，地層の走向傾斜が斜面と同一方向の場合は，偏土圧の作用が予想される．特に地形が急峻な場合，谷側に充分な受働土圧を発生させるような対策工を検討する必要がある．この場合，坑口付近では２～３段の切土が残る場合もあり，切土斜面の安定工として吹付けコンクリート，ロックボルトなどを検討する必要がある．"
"遮水壁,トンネルより離れた両側に地下連続壁などによる遮水壁を設け，周辺地山からトンネルへの地下水供給を遮断し，地下水低下による影響の抑制を目的とし，地表面沈下防止や周辺影響の抑制効果を期待して適用される．この工法が適用される地山は，透水性が高く，帯水量が豊富な沖積層，洪積層が主となる．"
"遮断壁工法,トンネルと既設構造物の中間地盤を遮断することで，変位の伝播や地下水の低下を抑制する工法である．遮断壁の用途や形状は多岐にわたっており，地下水の有無や地盤の性状によって採用される工法も大きく異なる．地下水の流れを遮断する場合には，地下水環境の保全に向けた十分な注意が必要であり，また，水位の急激な変動がトンネルに偏圧として作用しないように検討しておく必要がある．"
"シャトルカー,大量のずりを一度に連続的に積込み,運搬するためのずり鋼車をいう．両端からずりを積込み,床面のコンベヤーで順次後方に送って満載にし,排出はコンベヤーを駆動させて後方端より連続的に行うため,ずり積込み,排出時の鋼車の入れ替えが不要である．小断面山岳トンネルにおけるずり出しに適し,サイクルタイムを大きく短縮できる．一方で本体機長が長く重量も重いため,適用できるレールの平面・縦断線形に制約がある．また,粘性の高いずりの場合,こねかえしにより排土不能となるため不向きである．"
"シャフトジャンボ,立坑の施工において，穿孔作業に用いるドリルジャンボの一種である．仕上がり内径が5～6m程度の立坑で一般に利用されている．削岩機にはドリフタタイプのものが用いられ，ブーム数は4～6本のものが通常使用されている．主巻に吊り下げたジャンボ架台を坑壁に固定して穿孔する．アンブレラジャンボともいう．"
"シャープナ,錐鋼のシャンクやビットを鍛造再生する空気ハンマ．現在はあまり使われない．"
"地山安定処理,地山安定処理は，主に切羽および周辺地盤からの湧水を阻止し，止水性と同時に地山の強度増加を図り，切羽の崩壊防止，地盤沈下の防止やこれに伴う既設構造物の被害軽減等，山岳トンネル工事に伴う種々の障害を防止する目的で，地山を改良，安定させることをいう．"
"地山強度比,土被り荷重に対する地山の一軸圧縮強さの比のこと．地山を評価し分類する指標のひとつで，トンネル掘削時の地圧現象を推定することができ，この値が2より小さくなると不安定現象を生じる．地山強度比＝ σc ここにσc は地山の一軸圧縮強さ， γ は岩の単位体積重量，Hは土被り．なお，地山の一軸圧縮強さとは，亀裂等が無視できる地山では試料の一軸圧縮強さを適用できるが，そうでない場合には亀裂を考慮した準岩盤強度を適用する．"
"地山挙動,トンネル掘削によって周辺地山の応力が解放されたときに発生する地山応力の変化や内空変位・沈下，鏡の押出しなどの挙動をいう．"
"地山条件調査,トンネルの路線選定から設計・施工計画，施工，維持管理の各段階で活用されることを目的として行われる，地形，地質，水文等の留意すべき点から，工事の段階と目的に応じて適切な精度で地山の状況を明らかにするための調査．具体的な調査手法としては，地表地質踏査，弾性波探査，電気探査，ボーリング調査，速度検層，透水試験，構成岩石の物理・力学特性把握のための室内試験等が挙げられる．"
"地山試料試験,切羽や孔壁，あるいは先進ボーリング等で採取した試料を用いて，地山の各物性値や地山の特性を把握するために行う試験の総称をいう．地山等級の再評価，あるいは数値解析等に用いる地山物性値の検討，ずり処理方法の検討等を目的として行われる．地山試料試験の試験項目には，粒度試験，密度試験，含水比・吸水率試験，一軸圧縮試験，三軸圧縮試験，引張強度試験，動弾性係数測定試験，浸水崩壊度試験（スレーキング試験），膨潤度試験，陽イオン交換容量試験，Ｘ線分析，溶出試験・成分分析などがあり，目的や地質条件，岩質等に応じて選定する．"
"地山総合評価点,評点法による切羽観察の定量的評価において，各観察項目の評点を集計して得られた評価点をいう．評点法には，各項目を同じ重みで単純平均する方法（単純平均法）と観察項目や切羽の部位で異なる重み付けをする方法（加重平均法）がある．"
"地山注入工,地盤強化，止水性の向上などを目的に，地盤の空隙，空洞，割れ目などにグラウトなどを圧入して充填する工法．山岳トンネルでの地山注入は，地山の止水や強化を図るための補助工法として，排水工法が効果的でない場合，渇水や沈下に与える影響から適用できない場合や揚水費の低減を図る場合，地山が軟弱で掘削が困難な場合ならびに崩壊後の復旧対策等に採用される．地山注入によって得られる効果は，止水と地山強化が複合されて発現することがほとんどであるが，何を主目的と位置付けるかによって地山注入の計画は大きく変化する．注入の目的については十分に検討し，明確にしておく必要がある．"
"地山特性曲線,支保工に作用する荷重とトンネル壁面の変位との関係を示す曲線（図中の曲線A）．この曲線は地山と支保構造物（支持構造物）との相互関係を示すことにより，経済的な支保の剛性と，支保工の設置時期を説明した下に凸な曲線で，フェナー・パッハー曲線と呼ばれることもある．また本図において，地山特性曲線の最小値（④）が最も地山強度が発揮されるとし，この点を目指して支保を設置すればすなわち最小支保反力を得ることとなる．なお，図中aからdは設置時期や支保剛性の異なる支保反力曲線を表している．"
"地山判定,地質調査結果や施工時の計測・観察結果から，支保工・覆工設計のために，ある基準によって地山の工学的諸性質を評価すること．地山評価ともいう．トンネルの地山評価は，設計段階と施工段階でそれぞれ行うのが一般的である．設計段階では，地質調査結果に基づき，岩種，弾性波速度，地山強度比，その他必要な指標により地山評価を行い，あらかじめ作成された地山分類表によって支保工等の設計との対応づけを行う．さらに施工段階では，計測データ，切羽の観察結果，変状の状態から地山の再評価を行い設計の妥当性を確認する．"
"地山評価,トンネルにおける地山評価とは，地山条件調査の結果を利用して，地山を強度，安定性，施工性等に関連する工学的，地質学的，経験的指標を用いて総合的に評価することである．地山評価には，定量的な因子と経験的な指標に基づいて地山を総合的に評価する地山分類による方法と，地山の物性値に基づいて，工学的なモデルを作成し，解析的な手法を用いて評価する方法がある．地山等級は，工事の契約における地山条件を指定する一つの物差しとして，施工段階では，計測データ,切羽の観察結果,変状の状態から地山の再評価を行い設計の妥当性を確認する指標として活用されている.国内では，道路，鉄道，水路の各機関において地山等級表が作成されている．"
"地山分類,地質調査結果や施工時の計測・観察結果から，支保工・覆工設計のために，ある基準によって地山の工学的諸性質を評価すること．地山判定ともいう．トンネルの地山評価は，設計段階と施工段階でそれぞれ行うのが一般的である．設計段階では，地質調査結果に基づき，岩種，弾性波速度，地山強度比，その他必要な指標により地山評価を行い，あらかじめ作成された地山分類表によって支保工等の設計との対応づけを行う．さらに施工段階では，計測データ，切羽の観察結果，変状の状態から地山の再評価を行い設計の妥当性を確認する．"
"地山変形係数,建設の対象となる自然地盤や岩盤，構造物の基礎地盤における変形係数のこと．変形係数は，一軸や三軸圧縮試験で得られる軸応力－軸ひずみ曲線の勾配．軸応力－軸ひずみ曲線上のある点での接線の勾配すなわち接線変形係数と，その点と原点とを結ぶ直線の勾配すなわち割線変形係数とがある．載荷初期における接線変形係数は弾性係数とも呼ばれる．一軸圧縮試験で求められる軸応力－軸ひずみ曲線において圧縮強度の半分に相当する点と原点とを結ぶ割線変形係数E50 は地盤分類などでよく利用される．"
"地山ボーリング調査,トンネル維持管理の分野では，覆工コンクリートのボーリング調査と区別するために，地山の地質構成，地質構造，性状，物性，地下水位を把握するためのボーリング調査を地山ボーリング調査と呼んでいる．"
"ジャミング現象,削岩機による削孔時に発生する，滞留したクリ粉が抵抗となってロッドが抜けなくなる等の現象をいう．"
"斜面安定工,トンネルが斜面と近接し，かつトンネル軸が斜面と平行な場合，斜面匍行（クリープ）や地すべりの影響で偏土圧を受け，覆工に変状が発生することがある．その場合，変状発生の原因を調査し，斜面との関連が認められた場合，法面防護工や斜面を安定に保つための抑制工，抑止工等を施工する必要がある．"
"斜路,進行方向に，人間が認識できる程度以上の勾配を持つ道路または通路．長大トンネルの施工用斜路（斜坑）をいうこともある．"
"シャンク,錐鋼を削岩機に取り付ける部分で削岩機の打撃力を与える部分．"
"集じん機坑,供用中のトンネル坑内に集じん機を設置する場合に必要となる坑である．従来は，トンネル本線から分岐する形でバイパストンネルを設ける方式が主流であった．しかしながら近年は，集じん機の性能が向上したことにより，トンネル本線内に拡幅断面を設け，その天端や横の空間を利用して集じん機を設置する方式も採用されている．"
"集水ボーリング,地すべり地域内に流入する地下水および地山内にある地下水を排除し，すべり面に働く間隙水圧の低減や地すべり土塊の含水比を低下させるためのボーリングのこと．地すべり対策の一環で地下水を排除する目的で集水井と合わせてトンネル内から行われる事例がある．12，p.14，2006.12"
"自由断面トンネル掘進機,トンネル掘進機は，切削機構上，全断面を一度に切削・破砕する全断面切削方式と断面を部分的に切削していく部分切削方式に大別できるが，後者の方式の掘削機をいう．この方式は，腕の先に掘削装置を有し，このアームが上下左右に旋回しながら掘削するもので，製作会社によって，掘削装置，走行装置，ずり積込装置，駆動装置などが異なり，ロードヘッダ，ブームヘッダ，スライスローダ，カッターローダ，ユニヘッダ，アルビネマイナ，ミニローダヘッダ，レムなどとよばれているが，基本的には類似した外形であり，アーム式掘進機ともいわれる．炭鉱用の採炭機として開発されたものを土木用に改良したものであり，日本では，昭和44年鹿児島本線 新城山トンネルで初めて採用された．"
"周辺孔,トンネルで爆破掘削する際に配置される孔の中で，最も外側に配置されたトンネルの外形を形つくる孔をいう．"
"自由面,自由面とは発破の際，破壊を拘束しない面をいう．トンネル切羽のように，爆破される面が１面しかない場合の発破を，１自由面発破，ベンチカットのように上面と側面の２つの空間を有する場合の発破を２自由面発破という．自由面は，その数，広がりが爆破効果に大きな影響をもつ．つまり，自由面が多いほど，また広いほど，爆破効果が大きく，爆薬の使用量を減少することができ経済的になる．したがって，自由面を拡大するために心抜き発破などを用いて，爆破効果を大きくする工夫がなされる．"
"重量化断面,小土被りの鉄道トンネルにおいて，その近傍に民家等が存在するような条件下では，列車振動による影響を考慮した設計が必要となる場合がある．鉄道トンネルにおける重量化断面は，列車振動対策の一種であり，標準断面よりも盤下を深く掘削し，そこをコンクリートで置き換えることでトンネル構造物の重量を稼ぎ，列車振動の発生や地盤への伝達を抑制する方法である．"
"重力型坑門,自立式の重力型擁壁によって坑口背面の土圧を支持する型式の坑門である．過去においては多数の施工実績があったが，ウイング式によって背面土圧を十分抑えることが可能となり，最近での施工事例は少なくなってきている．"
"準岩盤強度,地山分類の指標として一軸圧縮強さを評価する場合，亀裂等の存在が無視できない場合には，下式で示す準岩盤強度σ′   （ kN/m2）を用いることがある．σ′ = (V /v )2 · qc	p	p	uVp ：弾性波速度（km/s）vp ：試料の超音波（弾性波）速度（km/s）qu ：試料の一軸圧縮強さ（ kN/m2）"
"純掘進速度,TBM掘削中の速度（m/hr）を示す値の1つで，支保工設置，準備時間を除いた掘削のみの速度である．掘進速度（月進や日進で表される施工速度）を算出するための要素に用いられる．Vh = Pe · n · (60 ÷ 1000)ここで， Vh ：純掘進速度（m/hr）Pe ：ディスクカッター貫入量（mm/rev）n ：カッターヘッド回転速度（/min）"
"瞬発電気雷管,通電と同時に起爆する電気雷管"
"上載荷重,路面交通荷重，列車荷重,建物荷重，盛土荷重等の地表面上の荷重をいう．上載荷重が地山応力に与える影響は深さとともに急激に減少するため，土被りの大きいトンネルではこれを無視できる．しかし，土被りの小さい場合は，上載荷重による土圧が土荷重による土圧に対して無視し得ない大きさとなり，特に上載荷重による土圧が偏土圧としてトンネルに作用する場合は注意を要する．"
"上半3心円,トンネルの内空断面形状の呼称であり，上部半断面を３つの接円で構成する断面形状である．下部半断面の円を含め，５心円と呼ばれることもある．大断面のトンネルにおいては，上半３心円を採用することで偏平な断面形状となり，掘削断面積が抑制されることで経済性の観点では有利になると考えられている．しかし，極端に偏平な断面形状を避けるため，過去の施工実績から内空縦横比は概ね0.57～0.60以上を確保するように配慮されることが多い．"
"上半単心円,トンネルの内空断面形状の呼称であり，上部半断面を単円で構成する断面形状である．下部半断面の円を含め，３心円と呼ばれることもある．内空断面形状は安定性や経済性を考慮して決定されることとなるが，地山条件が悪く，土圧や水圧が大きい場合には，上半単心円もしくは円形に近い形状とすることでトンネルの安定性に配慮する必要がある．"
"上部半断面,トンネル掘削断面の上半アーチ部に対する総称である．複線以上の大断面トンネルでは，経済的であることから上部半断面の掘削を終えてから，下部半断面を掘削する上部半断面工法がよく用いられる．また，アメリカ式またはベンチ式といわれた掘削工法は，上下半併進工法のうちのいわゆるショートベンチ式の極端なもの(いわゆるミニベンチ式)である．"
"上部半断面先進工法,トンネル掘削工法の1つで，原則として上部半断面の掘削覆工が終了した後，下部半断面を施工する工法をいう．動力設備等が小規模で，労働者が少なくてすむという利点があるが，全体工程が長く，かつ，タイヤ方式によるずり運搬の場合トラフィカビリティーの低下や，アーチコンクリート脚部支持地盤の弱化という欠点があるので，延長が比較的短いトンネルで，工期上の問題がなく，地質が比較的良好な場合に用いられることが多い．"
"初期高強度吹付けコンクリート,トンネル掘削時の地山の挙動に対して，切羽およびその近傍地山の安定を早期に確保できるように，吹付けコンクリートの初期段階での強度を向上させた吹付けコンクリートのことをいい，一般に材齢10分の強度として3 N/mm2が標準として設定される．標準設計（地山条件による標準支保パターンの適用）に基づいて設計された吹付けコンクリートでは，設計基準強度として18 N/mm2程度を，初期強度として材齢24時間で5 N/mm2程度を設定する場合が多い．"
"初期地圧(初期応力),トンネル掘削などの影響を受けず，岩盤内部で上載圧や地殻変動に起因して作用している自然状態の応力．大規模地下空洞では初期地圧を考慮した設計を行うことが多く，対象地点の試掘坑内で測定が行われる．測定方法はボーリング孔内で行う応力解放法がよく用いられている．掘削前の地圧を一次地圧，掘削後の地圧を二次地圧ということもある．"
"初期変位速度,計測開始後１日の変位の進行速度をいう．初期変位速度と最終変位量は相関があることから，最終変位量の予測に用いられる．"
"ショートステップ工法,立坑の全断面掘下り工法の一つで，せん孔，装薬，発破，ずり出し，覆工を１サイクルごとに行っていく工法．１サイクル掘進長は地山状況および壁面の自立時間等により１.０～２.５m程度で掘進していくため，安全性に優れた標準的な工法である．"
"ショートベンチカット工法,トンネル断面を上半と下半に分割して掘進するベンチカット工法の一種で，ベンチ長は概ね Ｄ（トンネル幅）＜ベンチ長＜５Ｄである．比較的広範囲の地山条件に適用ができ，特に地山条件が変化し，全断面では切羽が安定しない場合には有効な掘削工法である．"
"ショベルローダ,トンネル切羽などで破砕された岩石を，車両前部のショベルによりすくい上げて，後方のダンプトラックやずりトロへ直接積み込む重機をいう．"
"所要換気量,道路トンネルの換気施設の規模を設計する際に必要な指標の一つである．所要換気量は，供用後のトンネルにおける所要換気量，工事中における所要換気量がある．供用後のトンネルにおける所要換気量は，道路トンネル坑内における所要の環境を維持するために機械換気を行う際に必要な延長1kmあたりの換気量をいう．一般に道路トンネルの換気施設の設計では，自動車から排出される有害成分のうち，トンネル内の視界に影響を与える煤煙と人間の生理面に影響を与える物質として一酸化炭素に対するトンネル内の設計濃度を満足するよう行われる．一方，工事中における所要換気量は，発破を使用する場合の後ガス・粉じん，工事用機械から排出される排気ガス，吹付けコンクリート作業時に発生する粉じん等に対して，トンネル内の空気中の濃度がすみやかに管理目標濃度以下にするための換気量をいう．"
"シリカヒューム,フェロシリコンおよび金属シリコン等を製造する際に副産物として発生する非晶質の二酸化ケイ素を主成分とした，粒径1 µm 以下の球形超微粒子をいう．コンクリート中で，シリカヒュームは水酸化カルシウムと反応してケイ酸カルシウム水和物を生成する．シリカヒュームを吹付けコンクリートに添加することにより，強度の増大，水密性および耐凍害性の向上，圧送性の改善，はね返りの低減，粉じん量の低減等を図ることができる．シリカヒュームは，セメントあるいは骨材の置換として一般にセメント量の5～10％程度が添加される．コンクリートにシリカヒュームを添加すると粘性が増すため，強度を低下させることなく流動性を確保するためには高性能AE減水剤との併用が必要となる．"
"シリカレジン,地山への浸透性に優れ，砂層・土砂から細かい亀裂の多い岩盤まで広範囲に適用が可能な注入材として，切羽崩壊などの緊急事態が想定されるような地山条件や応急対策として使用される．高強度の無機・有機複合体を形成し，地山を改良する．"
"自立時間,支保工を設置せずに切羽が崩壊しない（自立する）時間をいう．トンネル幅や掘進長と地山状況の関係によって，自立時間がそれぞれ異なることが実績・経験により，いくつか報告がある．"
"シールド型TBM,TBMの構造形式の一つで，TBM本体構造が完全にシェルで覆われた構造となったものをいう．シールド型TBMは，本体（外殻）が機長全長にわたって存在し，本体（外殻）は伸縮可能な複胴構造となる．推進機構として，主推進ジャッキ（スラストジャッキ）の他に補助推進ジャッキ（シールドジャッキ）を有しており，掘進時にグリッパ反力が確保できない場合には，セグメントなどで掘削反力を確保することが可能となる．"
"しわい地山,一見あまり硬そうに見えないが，予想に反して発破で破砕される量が少ない「発破で起きにくい」地山をしわい地山という．単に硬質で「発破の起きにくい」状態の地山とは異なる．"
"真円保持装置,「形状保持装置」のこと．以前は真円保持装置と呼んでいた．"
"シンカ,主として下向きの孔の穿孔に用いる削岩機をいい，15～30kg程度の重量で，手持ちで使用するために作られたものである．エアレッグの普及によって，シンカでもドリフタと同様に水平穿孔が可能となった．ロッドはφ22mmの六角中空で，穿孔径はφ28～34mmが普通である．"
